Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Minutes
"Battlestar Galactica, Pt. 1",,2952702,541359437.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),49.2117
"Battlestar Galactica, Pt. 2",,2956081,521387924.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),49.26801666666667
"Battlestar Galactica, Pt. 3",,2927802,554509033.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.7967
"Lost Planet of the Gods, Pt. 1",,2922547,537812711.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.70911666666667
"Lost Planet of the Gods, Pt. 2",,2914664,534343985.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.577733333333335
The Lost Warrior,,2920045,558872190.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.66741666666667
The Long Patrol,,2925008,513122217.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.75013333333333
"The Gun On Ice Planet Zero, Pt. 1",,2907615,540980196.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.46025
"The Gun On Ice Planet Zero, Pt. 2",,2924341,546542281.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.739016666666664
The Magnificent Warriors,,2924716,570152232.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.745266666666666
The Young Lords,,2863571,587051735.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),47.72618333333333
"The Living Legend, Pt. 1",,2924507,503641007.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.74178333333333
"The Living Legend, Pt. 2",,2923298,515632754.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.72163333333334
Fire In Space,,2926593,536784757.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.77655
"War of the Gods, Pt. 1",,2922630,505761343.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.7105
"War of the Gods, Pt. 2",,2923381,487899692.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.723016666666666
The Man With Nine Lives,,2956998,577829804.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),49.2833
Murder On the Rising Star,,2935894,551759986.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.93156666666667
"Greetings from Earth, Pt. 1",,2960293,536824558.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),49.33821666666667
"Greetings from Earth, Pt. 2",,2903778,527842860.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.3963
Baltar's Escape,,2922088,525564224.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.70146666666667
Experiment In Terra,,2923548,547982556.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.7258
Take the Celestra,,2927677,512381289.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.79461666666667
The Hand of God,,2924007,536583079.0,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),48.73345
Pilot,,2484567,492670102.0,1.99,TV Shows,Aquaman,Aquaman,41.40945
Instant Karma,,193188,3150090.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.2198
#9 Dream,,278312,4506425.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.638533333333333
Mother,,287740,4656660.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.7956666666666665
Give Peace a Chance,,274644,4448025.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.5774
Cold Turkey,,281424,4556003.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.6904
Whatever Gets You Thru the Night,,215084,3499018.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.5847333333333333
I'm Losing You,,240719,3907467.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.011983333333333
Gimme Some Truth,,232778,3780807.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.8796333333333335
"Oh, My Love",,159473,2612788.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,2.6578833333333334
Imagine,,192329,3136271.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.2054833333333335
Nobody Told Me,,210348,3423395.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.5058
Jealous Guy,,239094,3881620.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.9849
Working Class Hero,,265449,4301430.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.42415
Power to the People,,213018,3466029.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.5503
Imagine,,219078,3562542.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.6513
Beautiful Boy,,227995,3704642.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.799916666666667
Isolation,,156059,2558399.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,2.600983333333333
Watching the Wheels,,198645,3237063.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.31075
Grow Old With Me,,149093,2447453.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,2.4848833333333333
Gimme Some Truth,,187546,3060083.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.125766666666667
[Just Like] Starting Over,,215549,3506308.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.5924833333333335
God,,260410,4221135.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.340166666666667
Real Love,,236911,3846658.0,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.9485166666666665
Sympton of the Universe,,340890,5489313.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,5.6815
Snowblind,,295960,4773171.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,4.932666666666667
Black Sabbath,,364180,5860455.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,6.0696666666666665
Fairies Wear Boots,,392764,6315916.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,6.5460666666666665
War Pigs,,515435,8270194.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,8.590583333333333
The Wizard,,282678,4561796.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,4.7113
N.I.B.,,335248,5399456.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,5.587466666666667
Sweet Leaf,,354706,5709700.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,5.911766666666667
Never Say Die,,258343,4173799.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,4.305716666666667
"Sabbath, Bloody Sabbath",,333622,5373633.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,5.560366666666667
Iron Man/Children of the Grave,,552308,8858616.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,9.205133333333333
Paranoid,,189171,3071042.0,0.99,Rock,Speak of the Devil,Ozzy Osbourne,3.15285
Rock You Like a Hurricane,,255766,4300973.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,4.262766666666667
No One Like You,,240325,4050259.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,4.005416666666667
The Zoo,,332740,5550779.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,5.5456666666666665
Loving You Sunday Morning,,339125,5654493.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,5.652083333333334
Still Loving You,,390674,6491444.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,6.511233333333333
Big City Nights,,251865,4237651.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,4.19775
Believe in Love,,325774,5437651.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,5.429566666666667
Rhythm of Love,,231246,3902834.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,3.8541
I Can't Explain,,205332,3482099.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,3.4222
Tease Me Please Me,,287229,4811894.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,4.78715
Wind of Change,,315325,5268002.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,5.255416666666667
Send Me an Angel,,273041,4581492.0,0.99,Rock,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,4.550683333333334
Jump Around,E. Schrody/L. Muggerud,217835,8715653.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.6305833333333335
Salutations,E. Schrody/L. Dimant,69120,2767047.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,1.152
Put Your Head Out,E. Schrody/L. Freese/L. Muggerud,182230,7291473.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.037166666666667
Top O' The Morning To Ya,E. Schrody/L. Dimant,216633,8667599.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.61055
Commercial 1,L. Muggerud,7941,319888.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,0.13235
House And The Rising Sun,E. Schrody/J. Vasquez/L. Dimant,219402,8778369.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.6567
Shamrocks And Shenanigans,E. Schrody/L. Dimant,218331,8735518.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.63885
House Of Pain Anthem,E. Schrody/L. Dimant,155611,6226713.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,2.5935166666666665
"Danny Boy, Danny Boy",E. Schrody/L. Muggerud,114520,4583091.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,1.9086666666666667
Guess Who's Back,E. Schrody/L. Muggerud,238393,9537994.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.9732166666666666
Commercial 2,L. Muggerud,21211,850698.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,0.35351666666666665
Put On Your Shit Kickers,E. Schrody/L. Muggerud,190432,7619569.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.1738666666666666
Come And Get Some Of This,E. Schrody/L. Muggerud/R. Medrano,170475,6821279.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,2.84125
Life Goes On,E. Schrody/R. Medrano,163030,6523458.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,2.7171666666666665
One For The Road,E. Schrody/L. Dimant/L. Muggerud,170213,6810820.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,2.836883333333333
Feel It,E. Schrody/R. Medrano,239908,9598588.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.998466666666667
All My Love,E. Schrody/L. Dimant,200620,8027065.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.3436666666666666
Jump Around (Pete Rock Remix),E. Schrody/L. Muggerud,236120,9447101.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.9353333333333333
Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),E. Schrody/L. Dimant,237035,9483705.0,0.99,Hip Hop/Rap,House of Pain,House Of Pain,3.9505833333333333
Instinto Colectivo,,300564,12024875.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,5.0094
Chapa o Coco,,143830,5755478.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,2.3971666666666667
Prostituta,,359000,14362307.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,5.983333333333333
Eu So Queria Sumir,,269740,10791921.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,4.495666666666667
Tres Reis,,304143,12168015.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,5.06905
Um Lugar ao Sol,,212323,8495217.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.5387166666666667
Batalha Naval,,285727,11431382.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,4.7621166666666666
Todo o Carnaval tem seu Fim,,237426,9499371.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.9571
O Misterio do Samba,,226142,9047970.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.7690333333333332
Armadura,,232881,9317533.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.88135
Na Ladeira,,221570,8865099.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.692833333333333
Carimbo,,328751,13152314.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,5.479183333333333
Catimbo,,254484,10181692.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,4.2414
Funk de Bamba,,237322,9495184.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.9553666666666665
Chega no Suingue,,221805,8874509.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,3.69675
Mun-Ra,,274651,10988338.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,4.577516666666667
Freestyle Love,,318484,12741680.0,0.99,Electronica/Dance,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,5.308066666666667
War Pigs,,234013,8052374.0,0.99,Alternative,Cake: B-Sides and Rarities,Cake,3.9002166666666667
"Past, Present, and Future",,2492867,490796184.0,1.99,Drama,"LOST, Season 4",Lost,41.547783333333335
The Beginning of the End,,2611903,526865050.0,1.99,Drama,"LOST, Season 4",Lost,43.53171666666667
LOST Season 4 Trailer,,112712,20831818.0,1.99,Drama,"LOST, Season 4",Lost,1.8785333333333334
LOST In 8:15,,497163,98460675.0,1.99,Drama,"LOST, Season 4",Lost,8.28605
Confirmed Dead,,2611986,512168460.0,1.99,Drama,"LOST, Season 4",Lost,43.5331
The Economist,,2609025,516934914.0,1.99,Drama,"LOST, Season 4",Lost,43.48375
Eggtown,,2608817,501061240.0,1.99,TV Shows,"LOST, Season 4",Lost,43.48028333333333
The Constant,,2611569,520209363.0,1.99,Drama,"LOST, Season 4",Lost,43.52615
The Other Woman,,2605021,513246663.0,1.99,Drama,"LOST, Season 4",Lost,43.41701666666667
Ji Yeon,,2588797,506458858.0,1.99,TV Shows,"LOST, Season 4",Lost,43.14661666666667
Meet Kevin Johnson,,2612028,504132981.0,1.99,TV Shows,"LOST, Season 4",Lost,43.5338
The Shape of Things to Come,,2591299,502284266.0,1.99,Drama,"LOST, Season 4",Lost,43.188316666666665
Something Nice Back Home,,2612779,484711353.0,1.99,Drama,"LOST, Season 4",Lost,43.54631666666667
Cabin Fever,,2612028,477733942.0,1.99,Drama,"LOST, Season 4",Lost,43.5338
"There's No Place Like Home, Pt. 1",,2609526,522919189.0,1.99,Drama,"LOST, Season 4",Lost,43.4921
"There's No Place Like Home, Pt. 2",,2497956,523748920.0,1.99,Drama,"LOST, Season 4",Lost,41.6326
"There's No Place Like Home, Pt. 3",,2582957,486161766.0,1.99,Drama,"LOST, Season 4",Lost,43.049283333333335
Amanda,Luca Gusella,246503,4011615.0,0.99,Jazz,Quiet Songs,Aisha Duo,4.108383333333333
Despertar,Andrea Dulbecco,307385,4821485.0,0.99,Jazz,Quiet Songs,Aisha Duo,5.123083333333334
Din Din Wo (Little Child),Habib Koité,285837,4615841.0,0.99,World,Muso Ko,Habib Koité and Bamada,4.76395
I Ka Barra (Your Work),Habib Koité,300605,4855457.0,0.99,World,Muso Ko,Habib Koité and Bamada,5.010083333333333
Distance,Karsh Kale/Vishal Vaid,327122,5327463.0,0.99,Electronica/Dance,Realize,Karsh Kale,5.4520333333333335
One Step Beyond,Karsh Kale,366085,6034098.0,0.99,Electronica/Dance,Realize,Karsh Kale,6.101416666666666
I Guess You're Right,"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",212044,3453849.0,0.99,Rock,Every Kind of Light,The Posies,3.5340666666666665
Love Comes,"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",199923,3240609.0,0.99,Rock,Every Kind of Light,The Posies,3.33205
Muita Bobeira,Luciana Souza,172710,2775071.0,0.99,Latin,Duos II,Luciana Souza/Romero Lubambo,2.8785
OAM's Blues,Aaron Goldberg,266936,4292028.0,0.99,Jazz,Worlds,Aaron Goldberg,4.448933333333334
"Symphony No. 3 in E-flat major, Op. 55, ""Eroica"" - Scherzo: Allegro Vivace",Ludwig van Beethoven,356426,5817216.0,0.99,Classical,The Best of Beethoven,Nicolaus Esterhazy Sinfonia,5.940433333333333
Say Hello 2 Heaven,,384497,6477217.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,6.408283333333333
Reach Down,,672773,11157785.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,11.212883333333334
Hunger Strike,,246292,4233212.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,4.104866666666667
Pushin Forward Back,,225278,3892066.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,3.7546333333333335
Call Me a Dog,,304458,5177612.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,5.0743
Times of Trouble,,342539,5795951.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,5.708983333333333
Wooden Jesus,,250565,4302603.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,4.176083333333334
Your Savior,,244226,4199626.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,4.070433333333333
Four Walled World,,414474,6964048.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,6.9079
All Night Thing,,231803,3997982.0,0.99,Alternative,Temple of the Dog,Temple of the Dog,3.863383333333333
No Such Thing,Chris Cornell,224837,3691272.0,0.99,Alternative,Carry On,Chris Cornell,3.7472833333333333
Poison Eye,Chris Cornell,237120,3890037.0,0.99,Alternative,Carry On,Chris Cornell,3.952
Arms Around Your Love,Chris Cornell,214016,3516224.0,0.99,Alternative,Carry On,Chris Cornell,3.5669333333333335
Safe and Sound,Chris Cornell,256764,4207769.0,0.99,Alternative,Carry On,Chris Cornell,4.2794
She'll Never Be Your Man,Chris Cornell,204078,3355715.0,0.99,Alternative,Carry On,Chris Cornell,3.4013
Ghosts,Chris Cornell,231547,3799745.0,0.99,Alternative,Carry On,Chris Cornell,3.8591166666666665
Killing Birds,Chris Cornell,218498,3588776.0,0.99,Alternative,Carry On,Chris Cornell,3.6416333333333335
Billie Jean,Michael Jackson,281401,4606408.0,0.99,Alternative,Carry On,Chris Cornell,4.690016666666667
Scar On the Sky,Chris Cornell,220193,3616618.0,0.99,Alternative,Carry On,Chris Cornell,3.6698833333333334
Your Soul Today,Chris Cornell,205959,3385722.0,0.99,Alternative,Carry On,Chris Cornell,3.43265
Finally Forever,Chris Cornell,217035,3565098.0,0.99,Alternative,Carry On,Chris Cornell,3.61725
Silence the Voices,Chris Cornell,267376,4379597.0,0.99,Alternative,Carry On,Chris Cornell,4.456266666666667
Disappearing Act,Chris Cornell,273320,4476203.0,0.99,Alternative,Carry On,Chris Cornell,4.5553333333333335
You Know My Name,Chris Cornell,240255,3940651.0,0.99,Alternative,Carry On,Chris Cornell,4.00425
Revelations,,252376,4111051.0,0.99,Alternative,Revelations,Audioslave,4.206266666666667
One and the Same,,217732,3559040.0,0.99,Alternative,Revelations,Audioslave,3.6288666666666667
Sound of a Gun,,260154,4234990.0,0.99,Alternative,Revelations,Audioslave,4.3359
Until We Fall,,230758,3766605.0,0.99,Alternative,Revelations,Audioslave,3.8459666666666665
Original Fire,,218916,3577821.0,0.99,Alternative,Revelations,Audioslave,3.6486
Broken City,,228366,3728955.0,0.99,Alternative,Revelations,Audioslave,3.8061
Somedays,,213831,3497176.0,0.99,Alternative,Revelations,Audioslave,3.56385
Shape of Things to Come,,274597,4465399.0,0.99,Alternative,Revelations,Audioslave,4.576616666666666
